0,0,0,0,0,0,0,0
0,353,0,0,0,6,0,2
0,1,136,0,4,5,0,0
0,0,0,0,0,0,0,0
0,0,4,0,57,1,0,1
0,11,0,0,1,184,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,66
